Date,BTC_Close,BTC-Volume,Pct-change-BTC-1day,Pct change-BTC-1week,Pct change-BTC-4weeks,SPY-Close,SPY-Volume,Pct-change-SPY-1day,Pct change-SPY-1week,Pct change-SPY-4weeks
2018-02-01,9170.540039,9959400448,-0.037052347795763,-0.09868014218917,0.194149957737293,265.35498,90102500,-0.021769713913038,-0.085055498110494,-0.044392032891186
2018-02-02,8830.75,12726899712,0.038972924836509,-0.010618524021176,0.255431349658862,259.578278,173174800,-0.041822694424377,-0.050644491909296,-0.011835135141778
2018-02-03,9174.910156,7263790080,-0.097864761042135,-0.060274134089298,0.252295662806706,,,,,
2018-02-04,8277.009766,7073549824,-0.15968807375695,-0.017764815453523,0.390912894206195,,,,,
2018-02-05,6955.27002,9285289984,0.114838097975095,0.283425415164543,0.663961251212502,248.722015,294681800,0.019702586439725,0.005342498531945,0.03391090249892
2018-02-06,7754,13999800320,-0.017113772891411,0.108886970595821,0.390237347304617,253.622482,355026800,-0.005425051395877,-0.011630183478766,0.013562094231063
2018-02-07,7621.299805,9169280000,0.084538078213025,0.245801913837714,0.307594579399964,252.246567,167376100,-0.037508883123868,0.007172846875652,0.024022467667518
2018-02-08,8265.589844,9346750464,0.057030488313207,0.229966715367543,0.136641176651155,242.78508,246449500,0.015021466722749,0.059775580113902,0.082443941777642
2018-02-09,8736.980469,6784820224,-0.013171607560338,0.171331494594875,0.068738775155891,246.432068,283565300,0.014684549902004,0.044397667433445,0.06508599359723
2018-02-10,8621.900391,7780960256,-0.057055887181613,0.288892203695606,0.028311578414291,,,,,
2018-02-11,8129.970215,6122189824,0.097983150852171,0.297889109794236,0.178187573839715,,,,,
2018-02-12,8926.570313,6256439808,-0.036773445062315,0.257515418732803,0.031204571770901,250.050812,143736000,0.002487470426611,0.022838434133939,0.042888375023553
2018-02-13,8598.30957,5696719872,0.104243782536897,0.326272344832544,0.069378758015571,250.672806,81223600,0.013496027167781,0.015225381089004,0.034962364445707
2018-02-14,9494.629883,7909819904,0.070752679807224,0.125941771584062,-0.129001375313536,254.055893,120735700,0.012760207849223,0.003004598677032,0.020067560487566
2018-02-15,10166.400391,9062540288,0.006639518158242,-0.015875864100619,-0.183500547612851,257.297699,111200300,0.000292960256905,0.006153265288237,0.008307664655796
2018-02-16,10233.900391,7296159744,0.085871443968015,0.006566334968347,-0.185222711730417,257.373077,160420100,-0.006261323129769,0.017538773101741,-0.005626478172773
2018-02-17,11112.700195,8660880384,-0.050473816458431,-0.11694996348275,-0.287582698707009,,,,,
2018-02-18,10551.799805,8744009728,0.063827973658187,-0.084068059704816,-0.22063725241421,,,,,
2018-02-19,11225.299805,7652089856,0.015892706038955,-0.076487900093106,-0.231142994759417,,,,,
2018-02-20,11403.700195,9926540288,-0.06254985590666,-0.059463207064784,-0.218370390787005,255.761581,86369700,-0.004974109070744,0.011164514970683,0.002340410149404
2018-02-21,10690.400391,9405339648,-0.06411363147605,-0.027360995781435,-0.164738461945976,254.489395,98883700,0.001296061865368,0.005924855925725,0.005417844621777
2018-02-22,10005,8040079872,0.029595163318341,0.094552723638181,-0.127589232683658,254.819229,110511300,0.015939499605032,-0.00998507063217,-0.020983561644793
2018-02-23,10301.099609,7739500032,-0.047376427228566,0.076234655697717,-0.13799298579329,258.88092,92766400,0.011612153572384,-0.020494314528858,-0.056883759529285
2018-02-24,9813.070313,6917929984,-0.015116557740699,0.170856809186301,-0.116676041185928,,,,,
2018-02-25,9664.730469,5706939904,0.072632105804874,0.191197172639952,-0.120950108205237,,,,,
2018-02-26,10366.700195,7287690240,0.034620410279937,0.116391868897874,-0.208098986506863,261.887085,86491400,-0.012486488213041,-0.020546836053409,-0.04220297461404
2018-02-27,10725.599609,6966179840,-0.030552997496292,0.005062726931782,-0.269687446431695,258.617035,99099200,-0.010130140885731,-0.005647856878415,-0.046592058407908
2018-02-28,10397.900391,6936189952,0.053193393685397,-0.041578593922116,-0.234991711703155,255.997208,121907800,-0.014540654677765,0.004159912556546,-0.03968121402324
2018-03-01,10951,7317279744,0.012364203360424,-0.142086588804675,-0.345657912975984,252.274841,176855100,0.005155060230521,0.023907699143095,-0.013059693098766
2018-03-02,11086.400391,7620590080,0.036377885497208,-0.15774737735611,-0.378470939440924,253.575333,139083200,0.011557910484929,0.036383294427144,-0.039314762528578
2018-03-03,11489.700195,6690570240,0.001993038426709,-0.228352363462169,-0.393062511062326,,,,,
2018-03-04,11512.599609,6084149760,0.005272501264836,-0.167987230658844,-0.405500910962846,,,,,
2018-03-05,11573.299805,6468539904,-0.068554295435882,-0.204624413771505,-0.387918750541691,256.506134,97307400,0.00253510116838,0.02325562319691,-0.038119111802605
2018-03-06,10779.900391,6832169984,-0.075541521578425,-0.147037609301412,-0.30833221156431,257.156403,79213200,-0.000366582355719,0.014071910937407,-0.030286000695071
2018-03-07,9965.570313,8797910016,-0.057253175591537,-0.170161936521375,-0.312248107360276,257.062134,87063500,0.004839366967988,0.009238178968825,-0.022274583622651
2018-03-08,9395.009766,7186089984,-0.006116008650459,-0.116460700015413,-0.274990618993253,258.306152,66901200,0.017402167796608,0.003283015109915,-0.048668054952094
2018-03-09,9337.549805,8704190464,-0.050500379098112,-0.107008821036216,-0.289286808360965,262.801239,113625300,-0.001255302300915,-0.012808147377113,-0.060331736107226
2018-03-10,8866,5386319872,0.080377834762012,-0.107051671215881,-0.220495167606587,,,,,
2018-03-11,9578.629883,6296370176,-0.038994070191907,-0.141455532946809,-0.266751079664824,,,,,
2018-03-12,9205.120117,6457399808,-0.001115738618232,-0.062407629525559,-0.264460442238464,262.471344,71924800,-0.006462644546827,-0.024941278923005,-0.044191022239746
2018-03-13,9194.849609,5991139840,-0.100604151055887,-0.03060190149544,-0.256675197894474,260.775085,91968900,-0.005131490993474,-0.016929980101435,-0.043016751389421
2018-03-14,8269.80957,6438230016,0.003754715478896,0.07974436381127,-0.157378442028623,259.43692,105895100,-0.001089841029565,-0.013755717574816,-0.030166990110737
2018-03-15,8300.860352,6834429952,0.00451630980528,0.051513862041658,-0.049586468696685,259.154175,83433000,0.001084555168752,-0.037359849595323,-0.031956683699964
2018-03-16,8338.349609,5289379840,-0.050545940835233,0.064913386147275,-0.053054821246942,259.435242,100343700,-0.013530424675303,-0.058898867718211,-0.025055011608639
2018-03-17,7916.879883,4426149888,0.038752615870653,0.094890947583169,0.008761071536394,,,,,
2018-03-18,8223.679688,6639190016,0.049487664700007,0.033087449332086,0.012820375792827,,,,,
2018-03-19,8630.650391,6729110016,0.032769179979173,-0.0488086043248,-0.066273159389756,255.924973,109208400,0.001700478835256,-0.019889821381363,-0.001109270411059
2018-03-20,8913.469727,6361789952,0.00177378130899,-0.121213143825153,-0.113466463002214,256.360168,59757300,-0.001919131992455,-0.038198730623394,-0.002066502780572
2018-03-21,8929.280273,6043129856,-0.022488995737675,-0.109168965828922,-0.085769550018021,255.868179,78709600,-0.024997109937614,-0.039196945236399,-0.005694576815666
2018-03-22,8728.469727,5530390016,0.017316940394769,-0.179042785376896,-0.049740695743837,249.472214,148785900,-0.021314654304547,-0.001972183563497,0.011150372041032
2018-03-23,8879.620117,5954120192,-0.023818586517579,-0.224007341619477,-0.003805347363375,244.1548,183534800,0.027359163121102,-0.002247430728374,0.033017020349385
2018-03-24,8668.120117,5664600064,-0.019882032283102,-0.195496867732203,0.026240979350748,,,,,
2018-03-25,8495.780273,4569880064,-0.033708485012275,-0.194396540391788,0.036097883672279,,,,,
2018-03-26,8209.400391,5921039872,-0.045845047637414,-0.13711118137617,0.087884554003598,250.834671,141956100,-0.017011747151972,-0.016370635620783,-0.008034455492
2018-03-27,7833.040039,5378250240,0.015503551672832,-0.048120547593693,0.238025077328473,246.567535,129941400,-0.002954999732629,0.011358466150055,0.011627045709809
2018-03-28,7954.47998,4935289856,-0.099161703465624,-0.138367327439046,0.112045068469705,245.838928,146452300,0.012777801406619,0.022361202290957,0.024939516495126
2018-03-29,7165.700195,6361229824,-0.038402412536323,-0.049434105580802,0.295269061420731,248.980209,111601600,-0.021584566988616,-0.013034429575887,0.012958439600314
2018-03-30,6890.52002,6289509888,0.012046952154418,-0.036891293438256,0.304262926297978,,,,,
2018-03-31,6973.529785,4553269760,-0.018541514697209,-0.008953850191378,0.340566507525141,,,,,
2018-04-01,6844.22998,4532100096,0.035003181614303,0.02619579419802,0.376207419318776,,,,,
2018-04-02,7083.799805,4333440000,0.052557958757842,-0.044195182475234,0.304462302629966,243.606079,186286300,0.012816876380166,0.013710269520819,0.027342930140918
2018-04-03,7456.109863,5499700224,-0.080775368129792,-0.083334353760447,0.223025134226083,246.728348,119956900,0.010699281300258,0.016796282363144,0.016144565601355
2018-04-04,6853.839844,4936000000,-0.00618188197629,0.016703042762258,0.347554091169102,249.368164,123715300,0.007892017843946,0.000758813783463,-0.001366060504821
2018-04-05,6811.470215,5639320064,-0.025714036099621,0.158230125212402,0.430507664930015,251.336182,82652600,-0.022286039182373,0.001091394791698,-0.01136898387356
2018-04-06,6636.319824,3766810112,0.041403974987207,0.189810040867012,0.461767971296014,245.734894,179521200,0.004928441298207,0.020906973838237,0.024256848113724
2018-04-07,6911.089844,3976610048,0.016268081957813,0.155568863127053,0.42642486402612,,,,,
2018-04-08,7023.52002,3652499968,-0.035991929869946,0.185888319287513,0.374638326296107,,,,,
2018-04-09,6770.72998,4894060032,0.009456851209417,0.190221725841148,0.384342573649643,246.945984,105442900,0.015900169488077,0.024252692443057,0.022682053416184
2018-04-10,6834.759766,4272750080,0.019541295169496,0.156162047320157,0.351155070429728,250.872467,103529000,-0.005242022035045,0.019008128141858,0.006675738553645
2018-04-11,6968.319824,4641889792,0.132159573506969,0.171504771334388,0.338224984433493,249.557388,91140200,0.008226969421558,0.025136546949273,0.021761980454772
2018-04-12,7889.25,8906250240,0.000850519504389,0.051343229077542,0.146362509744272,251.610489,68890500,-0.002933192502956,0.011130811800139,0.022900754348123
2018-04-13,7895.959961,7764460032,0.011433729837273,0.120298243873023,0.069089797275379,250.872467,85079200,0.008221795020655,0.005506602683506,0.029040253349125
2018-04-14,7986.240234,5191430144,0.042932607579258,0.113863322083482,0.06494287659817,,,,,
2018-04-15,8329.110352,5244480000,-0.032469305672611,0.056830752504839,0.047403631518124,,,,,
2018-04-16,8058.669922,5631309824,-0.019430015066449,0.108232496111906,0.081666096684683,252.935089,63405300,0.010698373288967,-0.002842725391889,0.021135165631369
2018-04-17,7902.089844,6900879872,0.033071008196449,0.227207003646414,0.076978375468848,255.641083,64682000,0.000740553896026,-0.026684803240331,0.003367971962472
2018-04-18,8163.419922,6529909760,0.016033678195,0.083582655127318,0.025162267525456,255.830399,57303900,-0.005547741806868,-0.025000985125306,0.006841958605553
2018-04-19,8294.30957,7063209984,0.066493841753245,0.119021382993787,-0.024111680943686,254.411118,77655900,-0.008479173461279,-0.009595044505877,0.011603309726425
2018-04-20,8845.830078,8438110208,0.005624118885545,0.015964553439843,-0.067247544408461,252.253922,99953100,-0.000150078935145,-0.000187580829764,0.01770360977777
2018-04-21,8895.580078,7548550144,-0.010468133183388,0.050912968803472,-0.07289017515604,,,,,
2018-04-22,8802.459961,6629899776,0.014589094704091,0.070050885744665,-0.032855583811954,,,,,
2018-04-23,8930.879883,6925190144,0.085839259629868,0.034674066391763,-0.057316821601686,252.216064,65558000,-0.013467472872783,-0.007727822602132,0.025508989784251
2018-04-24,9697.5,10678800384,-0.0878329225058,-0.059653543078113,-0.170736810002578,248.819351,112885500,0.002471817394942,0.007605192250501,0.036618675209068
2018-04-25,8845.740234,11083100160,0.049263206975607,0.044109331461067,-0.145597810463581,249.434387,103840900,0.010165579134845,-0.001631190490187,0.03690759766816
2018-04-26,9281.509766,8970559488,-0.031725437824638,0.049814157142158,-0.182531717868366,251.970032,67731900,0.000938889431105,-0.013855961251773,0.024370334643606
2018-04-27,8987.049805,7566289920,0.040216831089432,0.079415378404037,-0.167675677858336,252.206604,57053600,-0.007690603533919,-0.002025942191426,0.020970787109127
2018-04-28,9348.480469,7805479936,0.007551987644849,0.054519012334688,-0.213147002083125,,,,,
2018-04-29,9419.080078,8853000192,-0.01895410926774,0.025025769507,-0.217734624402458,,,,,
2018-04-30,9240.549805,8673920000,-0.013152901241248,0.014334640664815,-0.22775263543964,250.266983,82182300,0.001776850444551,0.009111241813308,0.017050335401214
2018-05-01,9119.009766,7713019904,0.012820488079298,0.012699903824185,-0.180548103823579,250.71167,74203400,-0.00671750940034,0.007321382367243,0.028794495286159
2018-05-02,9235.919922,7558159872,0.054996192505966,0.009664415321249,-0.198074465505311,249.027512,86368900,-0.002203640054035,0.023936066148386,0.029407300989298
2018-05-03,9743.860352,10207299584,-0.004423358344945,-0.071831891746718,-0.230882868671064,248.478745,136311500,0.012946391048458,0.03579305747057,0.041809648547605
2018-05-04,9700.759766,8217829888,0.01622456681709,-0.129811433575913,-0.222591799311237,251.695648,91222100,0.00338336402225,0.025674734749486,0.033381014200134
2018-05-05,9858.150391,7651939840,-0.020627661167114,-0.137273290559196,-0.224656767056618,,,,,
2018-05-06,9654.799805,7222280192,-0.029186523251789,-0.096414156046812,-0.200371819620552,,,,,
2018-05-07,9373.009766,7394019840,-0.014743338207251,-0.070011633763617,-0.198286313297329,252.547226,55304900,0,0.022703428942039,0.030646062214122
2018-05-08,9234.820313,7415869952,0.009784638134518,-0.078446618932065,-0.173372138572763,252.547226,67499200,0.009665617946641,0.015659839399701,0.039262735754619
2018-05-09,9325.179688,7226890240,-0.03015912480077,-0.102555622733004,-0.179213673507071,254.988251,59666100,0.009350658277977,0.010167248843164,0.029202357249001
2018-05-10,9043.94043,6906699776,-0.066613684672401,-0.105000758612914,-0.151007208259553,257.372559,72063900,0.003051249919771,-3.66394927130088E-05,0.022682289917318
2018-05-11,8441.490234,8488520192,0.007510452804251,-0.022569534728908,-0.096732957021153,258.157867,59871500,0.000476634709722,-0.005570777356942,0.020927458313715
2018-05-12,8504.889648,6821380096,0.025755864104776,-0.030301387868166,-0.114394155393749,,,,,
2018-05-13,8723.94043,5866379776,-0.000819628590701,-0.024150833180323,-0.222138198392077,,,,,
2018-05-14,8716.790039,7364149760,-0.023679606262913,-0.034163930032455,-0.207630344301333,258.280914,54790600,-0.006887225898542,0.001428394356696,0.021759826976608
2018-05-15,8510.379883,6705710080,-0.016632607115783,-0.055062183409234,-0.226549231233653,256.502075,87036100,0.004205443562201,0.005569978332534,0.025562576832955
2018-05-16,8368.830078,6760220160,-0.032801508865813,-0.096908438388776,-0.241244015852033,257.58078,53942600,-0.000844981523854,0.004113781315516,0.023839135047266
